timestamp,symbol,side,shares,price,permId,orderId,execId
2026-04-14T19:01:21.652788+00:00,TSLA,SLD,1.0,363.71,201216232,6,00012ec5.69e5b764.01.01
2026-04-14T19:05:06.674372+00:00,TSLA,BOT,1.0,363.79,201216233,7,00012ec5.69e5bc1e.01.01
